C:\Users\lees_\AppData\Local\Programs\Python\Python310\python.exe C:\Users\lees_\PycharmProjects\KFGNet\results.py
max_iter=39
C:\Users\lees_\PycharmProjects\KFGNet\model.py:343: UserWarning: Creating a tensor from a list of numpy.ndarrays is extremely slow. Please consider converting the list to a single numpy.ndarray with numpy.array() before converting to a tensor. (Triggered internally at ..\torch\csrc\utils\tensor_new.cpp:248.)
  vmotion = torch.tensor(vmotion_list, dtype=torch.float32).to(device)
loss.mean() = 2.142463445663452, y_pred = [0.36040974 0.6395903 ], y_actual = tensor([1., 0.])
loss.mean() = 0.10919607430696487, y_pred = [0.89803743 0.10196262], y_actual = tensor([1., 0.])
loss.mean() = 0.010676753707230091, y_pred = [0.99081916 0.0091808 ], y_actual = tensor([1., 0.])
loss.mean() = 0.4931763708591461, y_pred = [0.6107751 0.3892249], y_actual = tensor([1., 0.])
loss.mean() = 0.04664941877126694, y_pred = [0.9588948 0.0411052], y_actual = tensor([1., 0.])
loss.mean() = 0.0010080966167151928, y_pred = [9.99585e-01 4.14976e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.4568205773830414, y_pred = [0.6339235 0.3660765], y_actual = tensor([1., 0.])
loss.mean() = 0.15476174652576447, y_pred = [0.8572563  0.14274365], y_actual = tensor([1., 0.])
loss.mean() = 0.3225569427013397, y_pred = [0.725143   0.27485698], y_actual = tensor([1., 0.])
loss.mean() = 1.0075825452804565, y_pred = [0.36523804 0.634762  ], y_actual = tensor([1., 0.])
loss.mean() = 0.0008609145879745483, y_pred = [1.0000000e+00 1.0836555e-10], y_actual = tensor([1., 0.])
loss.mean() = 0.008807610720396042, y_pred = [0.9924575  0.00754256], y_actual = tensor([1., 0.])
loss.mean() = 0.0012161582708358765, y_pred = [9.999937e-01 6.321787e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.5877861976623535, y_pred = [0.55585974 0.4441403 ], y_actual = tensor([1., 0.])
loss.mean() = 1.1515523195266724, y_pred = [0.31631684 0.68368316], y_actual = tensor([1., 0.])
loss.mean() = 0.5986091494560242, y_pred = [0.55189294 0.44810712], y_actual = tensor([1., 0.])
loss.mean() = 0.17728421092033386, y_pred = [0.83918625 0.16081375], y_actual = tensor([1., 0.])
loss.mean() = 0.5080797076225281, y_pred = [0.6020078  0.39799216], y_actual = tensor([1., 0.])
loss.mean() = 0.1642615795135498, y_pred = [0.15087898 0.8491211 ], y_actual = tensor([0., 1.])
loss.mean() = 0.41303443908691406, y_pred = [0.33820817 0.6617918 ], y_actual = tensor([0., 1.])
loss.mean() = 0.9481511116027832, y_pred = [0.6124391  0.38756084], y_actual = tensor([0., 1.])
loss.mean() = 1.0685203075408936, y_pred = [0.654948   0.34505197], y_actual = tensor([0., 1.])
loss.mean() = 0.6333063244819641, y_pred = [0.46623322 0.5337668 ], y_actual = tensor([0., 1.])
loss.mean() = 0.1208760216832161, y_pred = [0.8870848  0.11291521], y_actual = tensor([1., 0.])
loss.mean() = 0.4409554600715637, y_pred = [0.3562684 0.6437316], y_actual = tensor([0., 1.])
loss.mean() = 0.47933536767959595, y_pred = [0.38052586 0.6194742 ], y_actual = tensor([0., 1.])
loss.mean() = 1.249279260635376, y_pred = [0.71316475 0.28683528], y_actual = tensor([0., 1.])
loss.mean() = 0.30344879627227783, y_pred = [0.26145148 0.73854846], y_actual = tensor([0., 1.])
loss.mean() = 0.4760351777076721, y_pred = [0.37846598 0.62153405], y_actual = tensor([0., 1.])
loss.mean() = 0.8997812271118164, y_pred = [0.5931519  0.40684807], y_actual = tensor([0., 1.])
loss.mean() = 0.9257642030715942, y_pred = [0.5947679  0.40523204], y_actual = tensor([0., 1.])
loss.mean() = 0.042699068784713745, y_pred = [0.02386778 0.9761322 ], y_actual = tensor([0., 1.])
loss.mean() = 1.2026972770690918, y_pred = [0.6992857  0.30071428], y_actual = tensor([0., 1.])
loss.mean() = 1.3239004611968994, y_pred = [0.26716924 0.73283076], y_actual = tensor([1., 0.])
loss.mean() = 0.4804951250553131, y_pred = [0.62030584 0.37969413], y_actual = tensor([1., 0.])
loss.mean() = 0.0007058382034301758, y_pred = [1.000000e+00 7.061131e-11], y_actual = tensor([1., 0.])
loss.mean() = 0.000903785228729248, y_pred = [1.0000000e+00 6.8873525e-09], y_actual = tensor([1., 0.])
loss.mean() = 0.01346252579241991, y_pred = [0.9897043  0.01029565], y_actual = tensor([1., 0.])
loss.mean() = 0.5572580099105835, y_pred = [0.5729341 0.4270659], y_actual = tensor([1., 0.])
Epoch: 19, Total Loss: 17.391441345214844, Avg Loss: 0.44593438506126404
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch19.pth
max_iter=39
loss.mean() = 0.015191862359642982, y_pred = [0.98596174 0.01403822], y_actual = tensor([1., 0.])
loss.mean() = 0.004468155093491077, y_pred = [0.9963827  0.00361727], y_actual = tensor([1., 0.])
loss.mean() = 0.034011710435152054, y_pred = [0.9673361  0.03266387], y_actual = tensor([1., 0.])
loss.mean() = 0.5245635509490967, y_pred = [0.5919249  0.40807506], y_actual = tensor([1., 0.])
loss.mean() = 0.16276048123836517, y_pred = [0.8519714  0.14802866], y_actual = tensor([1., 0.])
loss.mean() = 0.0012649812269955873, y_pred = [9.9918073e-01 8.1924250e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.3548866808414459, y_pred = [0.7016429 0.2983571], y_actual = tensor([1., 0.])
loss.mean() = 0.06805820018053055, y_pred = [0.93460554 0.06539443], y_actual = tensor([1., 0.])
loss.mean() = 0.018047483637928963, y_pred = [0.98293024 0.01706978], y_actual = tensor([1., 0.])
loss.mean() = 0.4887329041957855, y_pred = [0.6134944 0.3865056], y_actual = tensor([1., 0.])
loss.mean() = 0.0004349946975708008, y_pred = [1.0000000e+00 6.4197297e-13], y_actual = tensor([1., 0.])
loss.mean() = 0.00909460335969925, y_pred = [0.99178857 0.00821144], y_actual = tensor([1., 0.])
loss.mean() = 0.0008187144994735718, y_pred = [1.000000e+00 9.693495e-09], y_actual = tensor([1., 0.])
loss.mean() = 0.94486004114151, y_pred = [0.38885576 0.6111442 ], y_actual = tensor([1., 0.])
loss.mean() = 1.342100739479065, y_pred = [0.26138398 0.73861605], y_actual = tensor([1., 0.])
loss.mean() = 0.7459638714790344, y_pred = [0.4760968 0.5239032], y_actual = tensor([1., 0.])
loss.mean() = 0.2544596195220947, y_pred = [0.77651036 0.22348961], y_actual = tensor([1., 0.])
loss.mean() = 0.7015550136566162, y_pred = [0.49605516 0.5039449 ], y_actual = tensor([1., 0.])
loss.mean() = 0.21007049083709717, y_pred = [0.18874902 0.811251  ], y_actual = tensor([0., 1.])
loss.mean() = 0.4868828058242798, y_pred = [0.3853705  0.61462945], y_actual = tensor([0., 1.])
loss.mean() = 0.6206247806549072, y_pred = [0.4621561 0.5378439], y_actual = tensor([0., 1.])
loss.mean() = 0.5258049964904785, y_pred = [0.40641585 0.5935842 ], y_actual = tensor([0., 1.])
loss.mean() = 0.6367666721343994, y_pred = [0.4682869 0.5317131], y_actual = tensor([0., 1.])
loss.mean() = 0.07964839041233063, y_pred = [0.9240242  0.07597576], y_actual = tensor([1., 0.])
loss.mean() = 0.313621461391449, y_pred = [0.26861268 0.7313873 ], y_actual = tensor([0., 1.])
loss.mean() = 0.3776564300060272, y_pred = [0.31424502 0.68575495], y_actual = tensor([0., 1.])
loss.mean() = 0.5441179275512695, y_pred = [0.4194896 0.5805104], y_actual = tensor([0., 1.])
loss.mean() = 0.4611433744430542, y_pred = [0.3692366 0.6307634], y_actual = tensor([0., 1.])
loss.mean() = 0.3086809515953064, y_pred = [0.26533893 0.73466104], y_actual = tensor([0., 1.])
loss.mean() = 0.8473735451698303, y_pred = [0.5713024  0.42869765], y_actual = tensor([0., 1.])
loss.mean() = 1.0105271339416504, y_pred = [0.625992   0.37400806], y_actual = tensor([0., 1.])
loss.mean() = 0.1280796378850937, y_pred = [0.10501134 0.89498866], y_actual = tensor([0., 1.])
loss.mean() = 1.1319559812545776, y_pred = [0.6773938  0.32260618], y_actual = tensor([0., 1.])
loss.mean() = 1.8760864734649658, y_pred = [0.15374309 0.8462569 ], y_actual = tensor([1., 0.])
loss.mean() = 0.850290060043335, y_pred = [0.42898852 0.5710114 ], y_actual = tensor([1., 0.])
loss.mean() = 0.0005685687065124512, y_pred = [1.0000000e+00 1.5810729e-14], y_actual = tensor([1., 0.])
loss.mean() = 0.0006561875343322754, y_pred = [1.0000000e+00 8.1988395e-11], y_actual = tensor([1., 0.])
loss.mean() = 0.04318297654390335, y_pred = [0.9617463  0.03825375], y_actual = tensor([1., 0.])
loss.mean() = 0.5823391079902649, y_pred = [0.55874985 0.44125015], y_actual = tensor([1., 0.])
Epoch: 20, Total Loss: 16.70734977722168, Avg Loss: 0.42839357256889343
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch20.pth
max_iter=39
loss.mean() = 0.01746785268187523, y_pred = [0.98390585 0.01609413], y_actual = tensor([1., 0.])
loss.mean() = 0.06989142298698425, y_pred = [0.93324167 0.06675836], y_actual = tensor([1., 0.])
loss.mean() = 0.0009098642622120678, y_pred = [9.9996471e-01 3.5268593e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.4215141236782074, y_pred = [0.65637904 0.343621  ], y_actual = tensor([1., 0.])
loss.mean() = 0.15439674258232117, y_pred = [0.85992324 0.14007671], y_actual = tensor([1., 0.])
loss.mean() = 0.0008248239755630493, y_pred = [9.9999964e-01 3.3523813e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.1694960594177246, y_pred = [0.8442805  0.15571953], y_actual = tensor([1., 0.])
loss.mean() = 0.004084180109202862, y_pred = [0.9962339  0.00376618], y_actual = tensor([1., 0.])
loss.mean() = 0.002517260843887925, y_pred = [0.99850166 0.00149841], y_actual = tensor([1., 0.])
loss.mean() = 0.13446421921253204, y_pred = [0.8743442  0.12565577], y_actual = tensor([1., 0.])
loss.mean() = 0.00028489530086517334, y_pred = [9.9999988e-01 1.4709666e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.004926973022520542, y_pred = [0.9958346  0.00416541], y_actual = tensor([1., 0.])
loss.mean() = 0.000489458441734314, y_pred = [1.0000000e+00 2.6517087e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.14655202627182007, y_pred = [0.86392874 0.13607123], y_actual = tensor([1., 0.])
loss.mean() = 0.8979724645614624, y_pred = [0.40758848 0.59241146], y_actual = tensor([1., 0.])
loss.mean() = 0.9360967874526978, y_pred = [0.3933824 0.6066176], y_actual = tensor([1., 0.])
loss.mean() = 0.4893262982368469, y_pred = [0.6135144  0.38648555], y_actual = tensor([1., 0.])
loss.mean() = 0.36704570055007935, y_pred = [0.6930811 0.3069189], y_actual = tensor([1., 0.])
loss.mean() = 0.08038157224655151, y_pred = [0.07593086 0.9240691 ], y_actual = tensor([0., 1.])
loss.mean() = 0.43441325426101685, y_pred = [0.3521116 0.6478883], y_actual = tensor([0., 1.])
loss.mean() = 0.9592873454093933, y_pred = [0.616557   0.38344294], y_actual = tensor([0., 1.])
loss.mean() = 0.32013070583343506, y_pred = [0.27085438 0.7291456 ], y_actual = tensor([0., 1.])
loss.mean() = 0.4599895477294922, y_pred = [0.3657726  0.63422745], y_actual = tensor([0., 1.])
loss.mean() = 0.0008084711153060198, y_pred = [9.9947029e-01 5.2968063e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.11693450063467026, y_pred = [0.1090095 0.8909905], y_actual = tensor([0., 1.])
loss.mean() = 0.21400722861289978, y_pred = [0.19192597 0.808074  ], y_actual = tensor([0., 1.])
loss.mean() = 1.469301700592041, y_pred = [0.7698174  0.23018256], y_actual = tensor([0., 1.])
loss.mean() = 0.6314152479171753, y_pred = [0.46773964 0.5322603 ], y_actual = tensor([0., 1.])
loss.mean() = 0.31413978338241577, y_pred = [0.26911342 0.7308866 ], y_actual = tensor([0., 1.])
loss.mean() = 1.2807512283325195, y_pred = [0.7220096  0.27799034], y_actual = tensor([0., 1.])
loss.mean() = 1.040136456489563, y_pred = [0.6374146 0.3625854], y_actual = tensor([0., 1.])
loss.mean() = 0.013295725919306278, y_pred = [0.00241253 0.99758744], y_actual = tensor([0., 1.])
loss.mean() = 4.795729637145996, y_pred = [0.9917327  0.00826726], y_actual = tensor([0., 1.])
loss.mean() = 1.6009738445281982, y_pred = [0.20230211 0.7976979 ], y_actual = tensor([1., 0.])
loss.mean() = 0.1985577642917633, y_pred = [0.8232211  0.17677887], y_actual = tensor([1., 0.])
loss.mean() = 0.0004347115755081177, y_pred = [1.0000000e+00 5.1010703e-14], y_actual = tensor([1., 0.])
loss.mean() = 0.000590785697568208, y_pred = [9.9996495e-01 3.5038887e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.0054537043906748295, y_pred = [0.9984566  0.00154342], y_actual = tensor([1., 0.])
loss.mean() = 0.291932612657547, y_pred = [0.74720514 0.25279492], y_actual = tensor([1., 0.])
Epoch: 21, Total Loss: 18.046926498413086, Avg Loss: 0.4627417027950287
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch21.pth
max_iter=39
loss.mean() = 0.001139987027272582, y_pred = [9.9984896e-01 1.5098462e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.0008081342093646526, y_pred = [9.9965334e-01 3.4669161e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.00047918723430484533, y_pred = [9.999075e-01 9.253189e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.11103897541761398, y_pred = [0.8953567  0.10464322], y_actual = tensor([1., 0.])
loss.mean() = 0.06965771317481995, y_pred = [0.93462294 0.06537705], y_actual = tensor([1., 0.])
loss.mean() = 0.0004555732011795044, y_pred = [9.9999893e-01 1.0539965e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.020434267818927765, y_pred = [0.9800929  0.01990709], y_actual = tensor([1., 0.])
loss.mean() = 0.001163404667750001, y_pred = [9.9906725e-01 9.3282579e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.002587284427136183, y_pred = [0.9981012  0.00189886], y_actual = tensor([1., 0.])
loss.mean() = 0.3872053921222687, y_pred = [0.6790323 0.3209676], y_actual = tensor([1., 0.])
loss.mean() = 0.00031779706478118896, y_pred = [1.0000000e+00 2.4201148e-09], y_actual = tensor([1., 0.])
loss.mean() = 0.0005665201460942626, y_pred = [9.9979025e-01 2.0975825e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.0007369965314865112, y_pred = [9.99999881e-01 1.00797585e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.2520807385444641, y_pred = [0.7773424  0.22265756], y_actual = tensor([1., 0.])
loss.mean() = 1.2022631168365479, y_pred = [0.3006 0.6994], y_actual = tensor([1., 0.])
loss.mean() = 1.0887398719787598, y_pred = [0.3379998  0.66200024], y_actual = tensor([1., 0.])
loss.mean() = 0.23504720628261566, y_pred = [0.79153657 0.20846343], y_actual = tensor([1., 0.])
loss.mean() = 0.29934820532798767, y_pred = [0.7414847  0.25851524], y_actual = tensor([1., 0.])
loss.mean() = 0.3713688850402832, y_pred = [0.30956063 0.6904394 ], y_actual = tensor([0., 1.])
loss.mean() = 0.45463886857032776, y_pred = [0.36523816 0.6347618 ], y_actual = tensor([0., 1.])
loss.mean() = 1.359263300895691, y_pred = [0.7430492  0.25695074], y_actual = tensor([0., 1.])
loss.mean() = 0.43287840485572815, y_pred = [0.3478451  0.65215486], y_actual = tensor([0., 1.])
loss.mean() = 0.7716591954231262, y_pred = [0.53500617 0.4649938 ], y_actual = tensor([0., 1.])
loss.mean() = 0.0003886669874191284, y_pred = [9.9999678e-01 3.2672976e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.21010670065879822, y_pred = [0.18890435 0.8110956 ], y_actual = tensor([0., 1.])
loss.mean() = 0.48892471194267273, y_pred = [0.38638392 0.6136161 ], y_actual = tensor([0., 1.])
loss.mean() = 1.8709522485733032, y_pred = [0.8459915  0.15400851], y_actual = tensor([0., 1.])
loss.mean() = 0.39551371335983276, y_pred = [0.32638025 0.67361975], y_actual = tensor([0., 1.])
loss.mean() = 0.3624366819858551, y_pred = [0.30376813 0.69623184], y_actual = tensor([0., 1.])
loss.mean() = 1.006622552871704, y_pred = [0.6344165  0.36558348], y_actual = tensor([0., 1.])
loss.mean() = 2.210484266281128, y_pred = [0.88760203 0.1123979 ], y_actual = tensor([0., 1.])
loss.mean() = 0.05092024803161621, y_pred = [0.03712664 0.9628734 ], y_actual = tensor([0., 1.])
loss.mean() = 4.2101898193359375, y_pred = [0.9851496  0.01485035], y_actual = tensor([0., 1.])
loss.mean() = 1.6876460313796997, y_pred = [0.18569545 0.81430453], y_actual = tensor([1., 0.])
loss.mean() = 0.4644712805747986, y_pred = [0.6304008  0.36959925], y_actual = tensor([1., 0.])
loss.mean() = 0.00038421154022216797, y_pred = [1.0000000e+00 1.1424138e-17], y_actual = tensor([1., 0.])
loss.mean() = 0.000883251428604126, y_pred = [1.0000000e+00 1.0950991e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.004874891135841608, y_pred = [9.9919838e-01 8.0159114e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.2069714516401291, y_pred = [0.81359357 0.18640643], y_actual = tensor([1., 0.])
Epoch: 22, Total Loss: 20.23565101623535, Avg Loss: 0.5188628435134888
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch22.pth
max_iter=39
loss.mean() = 0.0006938965525478125, y_pred = [9.9973315e-01 2.6683125e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.00024332106113433838, y_pred = [9.999993e-01 7.321559e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.00018514686962589622, y_pred = [9.999914e-01 8.545849e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.06207148730754852, y_pred = [0.9405948  0.05940526], y_actual = tensor([1., 0.])
loss.mean() = 0.003170667216181755, y_pred = [9.995079e-01 4.920646e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.0004551112651824951, y_pred = [9.9999857e-01 1.4251267e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.005539861042052507, y_pred = [0.99488705 0.0051129 ], y_actual = tensor([1., 0.])
loss.mean() = 0.0018392400816082954, y_pred = [0.9984037  0.00159632], y_actual = tensor([1., 0.])
loss.mean() = 0.0041230591014027596, y_pred = [0.9965288  0.00347123], y_actual = tensor([1., 0.])
loss.mean() = 0.0036727115511894226, y_pred = [0.9965062  0.00349381], y_actual = tensor([1., 0.])
loss.mean() = 0.0004131197929382324, y_pred = [1.0000000e+00 1.8376492e-13], y_actual = tensor([1., 0.])
loss.mean() = 0.00022836029529571533, y_pred = [1.0000000e+00 4.8461743e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.0009633898735046387, y_pred = [1.000000e+00 9.576615e-13], y_actual = tensor([1., 0.])
loss.mean() = 0.2408267706632614, y_pred = [0.78615826 0.21384177], y_actual = tensor([1., 0.])
loss.mean() = 1.180842638015747, y_pred = [0.3071001 0.6928999], y_actual = tensor([1., 0.])
loss.mean() = 0.4259135127067566, y_pred = [0.65620124 0.34379867], y_actual = tensor([1., 0.])
loss.mean() = 0.1286177933216095, y_pred = [0.88098097 0.11901902], y_actual = tensor([1., 0.])
loss.mean() = 0.029212815687060356, y_pred = [0.97142774 0.02857219], y_actual = tensor([1., 0.])
loss.mean() = 0.17972001433372498, y_pred = [0.16372895 0.83627105], y_actual = tensor([0., 1.])
loss.mean() = 0.3217508792877197, y_pred = [0.27505156 0.72494847], y_actual = tensor([0., 1.])
loss.mean() = 0.9628320336341858, y_pred = [0.6181036  0.38189635], y_actual = tensor([0., 1.])
loss.mean() = 0.9065145254135132, y_pred = [0.5937901  0.40620986], y_actual = tensor([0., 1.])
loss.mean() = 0.5628158450126648, y_pred = [0.42683566 0.57316434], y_actual = tensor([0., 1.])
loss.mean() = 0.0004628598690032959, y_pred = [9.9999785e-01 2.1296369e-06], y_actual = tensor([1., 0.])
loss.mean() = 1.3564910888671875, y_pred = [0.74235547 0.25764453], y_actual = tensor([0., 1.])
loss.mean() = 0.23181301355361938, y_pred = [0.20658301 0.793417  ], y_actual = tensor([0., 1.])
loss.mean() = 4.560551643371582, y_pred = [0.9895419  0.01045807], y_actual = tensor([0., 1.])
loss.mean() = 0.334054172039032, y_pred = [0.28376874 0.7162313 ], y_actual = tensor([0., 1.])
loss.mean() = 0.36186736822128296, y_pred = [0.30342993 0.69657004], y_actual = tensor([0., 1.])
loss.mean() = 1.0170233249664307, y_pred = [0.63820815 0.36179188], y_actual = tensor([0., 1.])
loss.mean() = 0.30697953701019287, y_pred = [0.24968922 0.7503108 ], y_actual = tensor([0., 1.])
loss.mean() = 0.12568961083889008, y_pred = [0.10830563 0.8916944 ], y_actual = tensor([0., 1.])
loss.mean() = 6.510799407958984, y_pred = [0.99851185 0.00148814], y_actual = tensor([0., 1.])
loss.mean() = 2.1376736164093018, y_pred = [0.11842334 0.8815766 ], y_actual = tensor([1., 0.])
loss.mean() = 0.21986077725887299, y_pred = [0.80416065 0.19583935], y_actual = tensor([1., 0.])
loss.mean() = 0.00030803680419921875, y_pred = [1.0000000e+00 2.8275804e-22], y_actual = tensor([1., 0.])
loss.mean() = 0.0010281950235366821, y_pred = [1.0000000e+00 1.0965694e-10], y_actual = tensor([1., 0.])
loss.mean() = 0.020667966455221176, y_pred = [0.9813017 0.0186982], y_actual = tensor([1., 0.])
loss.mean() = 0.0706014633178711, y_pred = [0.93244517 0.06755479], y_actual = tensor([1., 0.])
Epoch: 23, Total Loss: 22.278514862060547, Avg Loss: 0.571243941783905
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch23.pth
max_iter=39
loss.mean() = 0.0010407969821244478, y_pred = [9.9913222e-01 8.6785574e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.00016547739505767822, y_pred = [9.9999905e-01 9.0220885e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.00013811886310577393, y_pred = [9.9999917e-01 8.4407839e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.03037608042359352, y_pred = [0.97107637 0.02892368], y_actual = tensor([1., 0.])
loss.mean() = 0.0019657607190310955, y_pred = [9.9975413e-01 2.4592740e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.0004309713840484619, y_pred = [9.9999928e-01 6.5789703e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.004592823795974255, y_pred = [0.9958015  0.00419853], y_actual = tensor([1., 0.])
loss.mean() = 0.0012246455298736691, y_pred = [0.99898773 0.00101228], y_actual = tensor([1., 0.])
loss.mean() = 0.0016355998814105988, y_pred = [9.992331e-01 7.668948e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.35486191511154175, y_pred = [0.70136404 0.29863593], y_actual = tensor([1., 0.])
loss.mean() = 0.0003450065851211548, y_pred = [1.0000000e+00 1.8564642e-18], y_actual = tensor([1., 0.])
loss.mean() = 0.0005934680812060833, y_pred = [9.9965358e-01 3.4641853e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.0009343177080154419, y_pred = [1.0000000e+00 3.6408873e-10], y_actual = tensor([1., 0.])
loss.mean() = 0.155307799577713, y_pred = [0.85639584 0.14360413], y_actual = tensor([1., 0.])
loss.mean() = 1.4311403036117554, y_pred = [0.23909394 0.76090604], y_actual = tensor([1., 0.])
loss.mean() = 0.3529728353023529, y_pred = [0.7061522  0.29384783], y_actual = tensor([1., 0.])
loss.mean() = 0.193293035030365, y_pred = [0.8264088  0.17359118], y_actual = tensor([1., 0.])
loss.mean() = 0.18106254935264587, y_pred = [0.8345553  0.16544466], y_actual = tensor([1., 0.])
loss.mean() = 0.7369775176048279, y_pred = [0.52082103 0.47917902], y_actual = tensor([0., 1.])
loss.mean() = 0.3565366864204407, y_pred = [0.29982695 0.700173  ], y_actual = tensor([0., 1.])
loss.mean() = 1.5765349864959717, y_pred = [0.7932499  0.20675017], y_actual = tensor([0., 1.])
loss.mean() = 1.6100845336914062, y_pred = [0.79913396 0.20086609], y_actual = tensor([0., 1.])
loss.mean() = 0.5907769203186035, y_pred = [0.44311768 0.5568823 ], y_actual = tensor([0., 1.])
loss.mean() = 0.009781175293028355, y_pred = [0.99070483 0.00929519], y_actual = tensor([1., 0.])
loss.mean() = 1.363985300064087, y_pred = [0.7443154  0.25568458], y_actual = tensor([0., 1.])
loss.mean() = 0.21254323422908783, y_pred = [0.19115148 0.8088485 ], y_actual = tensor([0., 1.])
loss.mean() = 2.3415372371673584, y_pred = [0.9038034  0.09619659], y_actual = tensor([0., 1.])
loss.mean() = 0.43885818123817444, y_pred = [0.35504976 0.64495033], y_actual = tensor([0., 1.])
loss.mean() = 0.5316756963729858, y_pred = [0.41222677 0.58777326], y_actual = tensor([0., 1.])
loss.mean() = 1.4362621307373047, y_pred = [0.7621011  0.23789884], y_actual = tensor([0., 1.])
loss.mean() = 0.4215162694454193, y_pred = [0.33628994 0.6637101 ], y_actual = tensor([0., 1.])
loss.mean() = 0.04161887988448143, y_pred = [0.03209925 0.96790075], y_actual = tensor([0., 1.])
loss.mean() = 5.608786582946777, y_pred = [0.99633235 0.00366771], y_actual = tensor([0., 1.])
loss.mean() = 1.1882139444351196, y_pred = [0.30565986 0.69434017], y_actual = tensor([1., 0.])
loss.mean() = 0.3164062798023224, y_pred = [0.72975    0.27025002], y_actual = tensor([1., 0.])
loss.mean() = 0.0002969801425933838, y_pred = [1.0000000e+00 2.6897672e-18], y_actual = tensor([1., 0.])
loss.mean() = 0.0009678304195404053, y_pred = [1.00000000e+00 1.06265465e-11], y_actual = tensor([1., 0.])
loss.mean() = 0.0027674175798892975, y_pred = [0.99808973 0.00191025], y_actual = tensor([1., 0.])
loss.mean() = 0.07739506661891937, y_pred = [0.92603433 0.07396566], y_actual = tensor([1., 0.])
Epoch: 24, Total Loss: 21.575603485107422, Avg Loss: 0.5532206296920776
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch24.pth
max_iter=39
loss.mean() = 0.00014434754848480225, y_pred = [9.9999607e-01 3.9149181e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.00015738606452941895, y_pred = [9.999993e-01 6.964853e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.0006149935070425272, y_pred = [9.9952781e-01 4.7220042e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.046591173857450485, y_pred = [0.9554318  0.04456817], y_actual = tensor([1., 0.])
loss.mean() = 0.015835825353860855, y_pred = [0.9851869  0.01481311], y_actual = tensor([1., 0.])
loss.mean() = 0.0003825873136520386, y_pred = [9.9999845e-01 1.5616677e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.04816985875368118, y_pred = [0.95340234 0.04659758], y_actual = tensor([1., 0.])
loss.mean() = 0.020063653588294983, y_pred = [0.98033124 0.01966881], y_actual = tensor([1., 0.])
loss.mean() = 0.0008585749310441315, y_pred = [9.9998343e-01 1.6555956e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.005021720193326473, y_pred = [0.99520314 0.00479686], y_actual = tensor([1., 0.])
loss.mean() = 0.00032907724380493164, y_pred = [1.00000000e+00 1.38971655e-11], y_actual = tensor([1., 0.])
loss.mean() = 0.00026983022689819336, y_pred = [9.9999988e-01 1.4152828e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.0007752031087875366, y_pred = [1.0000000e+00 6.1736225e-15], y_actual = tensor([1., 0.])
loss.mean() = 0.4891465902328491, y_pred = [0.61331636 0.38668364], y_actual = tensor([1., 0.])
loss.mean() = 1.1197388172149658, y_pred = [0.32644558 0.6735544 ], y_actual = tensor([1., 0.])
loss.mean() = 0.5841847062110901, y_pred = [0.5596424 0.4403576], y_actual = tensor([1., 0.])
loss.mean() = 0.009145215153694153, y_pred = [0.9927093  0.00729071], y_actual = tensor([1., 0.])
